Ticker,run,hour,minute,intRank, perRank, lastPrice , currentPrice ,alertVal
TFSC,3,8,54,0,0.0,10.0,10.0,0
TFSCR,3,8,54,0,0.0,0.5,0.5,0
TFSCU,3,8,54,0,0.0,9.05,9.05,0
TFSCW,3,8,54,0,0.22500000000000003,0.25,0.4,0
PIH,3,8,54,0,0.0,6.5,6.5,0
FLWS,3,8,54,1,0.004207194157568572,9.56,9.55,0
FCCY,3,8,54,-1,-0.0060024009603840975,12.42,12.42,0
VNET,3,8,54,1,0.01364812271387237,9.59,9.64,0
CAFD,3,8,54,-3,-0.005940345541164636,15.93,15.92,0
EGHT,3,8,54,1,0.006925956130187171,15.21,15.255,0
AVHI,3,8,54,-1,0.00562213845566062,12.52,12.67,0
ABEO,3,8,54,0,-0.005953086628842457,2.41,2.435,0
ABEOW,3,8,54,0,0.0,1.11,1.11,0
ABIL,3,8,54,0,0.0,4.53,4.53,0
AXAS,3,8,54,1,0.00840378659869322,1.18,1.1899,0
ACTG,3,8,54,-1,-0.014929827120494697,4.62,4.63,0
ACST,3,8,54,-1,-0.0638171507111637,1.55,1.48,0
AXDX,3,8,54,1,0.00518215441734832,19.534,19.46,0
ANCX,3,8,54,-1,5.568309425221726E-4,21.15,21.38,0
ARAY,3,8,54,0,0.0037629251364808963,5.35,5.35,0
OILU,3,8,54,0,0.0,24.71,24.71,0
VXDN,3,8,54,0,0.0,15.2,15.2,0
VXUP,3,8,54,0,0.0,7.77,7.77,0
ACRX,3,8,54,-1,-0.016611295681063065,2.96,2.96,0
ACET,3,8,54,1,0.0017874875868916843,25.22,25.22,0
AKAO,3,8,54,-1,-0.0028169014084506445,3.54,3.54,0
ACHN,3,8,54,1,0.0034403669724769907,8.75,8.75,0
ACIW,3,8,54,1,0.0012677484787019337,19.745,19.745,0
ACRS,3,8,54,-1,-0.01859099804305296,20.06,20.06,0
ACTS,3,8,54,1,5.076142131980264E-4,1.971,1.971,0
ACPW,3,8,54,-1,-0.0037142857142856227,0.3487,0.3487,0
ACTA,3,8,54,1,0.005086469989827132,9.88,9.88,0
ACUR,3,8,54,-1,-0.01952380952380949,2.059,2.059,0
ACXM,3,8,54,-1,-0.0036734586009142894,22.62,22.62,0
ADMS,3,8,54,1,0.003937007874015781,15.3,15.3,0
ADMP,3,8,54,-1,-0.009646302250803797,3.08,3.08,0
ADAP,3,8,54,-1,-0.017521902377972538,7.85,7.85,0
ADUS,3,8,54,-1,-0.004100461301896558,19.43,19.43,0
AEY,3,8,54,0,0.0,1.9,1.9,0
IOTS,3,8,54,1,0.002631578947368482,3.81,3.81,0
ADMA,3,8,54,1,0.005961251862891212,6.75,6.75,0
ADTN,3,8,54,2,0.0022262429882475682,18.0,18.0,0
ADRO,3,8,54,3,0.02391112564432016,13.11,13.18,0
ADES,3,8,54,0,0.0,7.0212,7.0212,0
AMD,3,8,54,3,0.049037879603208163,5.3773,5.48,0
ADXS,3,8,54,1,0.006301784491396246,8.02,8.0,0
ADXSW,3,8,54,1,0.0058019713261646825,4.4899,4.4899,0
ADVM,3,8,54,1,0.018296529968454347,3.17,3.228,0
MAUI,3,8,54,0,0.0,23.7,23.7,0
YPRO,3,8,54,0,0.0,23.699,23.699,0
AEGR,3,8,54,-1,-0.0375932676247278,1.51,1.53,0
AEGN,3,8,54,-3,-0.004436179443087927,20.23,20.22,0
AGLE,3,8,54,-1,-0.05503936684042562,4.49,4.2707,0
AEHR,3,8,54,0,0.0,1.67,1.67,0
AMTX,3,8,54,0,0.0,2.0,2.0,0
AERI,3,8,54,1,0.015460311346279431,17.675,17.67,0
AEZS,3,8,54,0,0.0028629500049046244,3.4952,3.51,0
AEMD,3,8,54,-1,-0.028521492082955218,7.35,7.2096,0
AFMD,3,8,54,3,0.013766180454788,2.84,2.86,0
AGEN,3,8,54,2,0.02104837706752884,4.83,4.83,0
AGRX,3,8,54,0,0.0030269081441382938,6.965,7.01,0
AGYS,3,8,54,0,0.0,11.1,11.1,0
AGFS,3,8,54,1,0.0035778175313059862,5.61,5.61,0
AGFSW,3,8,54,0,0.0,0.8,0.8,0
AIMT,3,8,54,0,-0.0027285742119665243,10.87,10.87,0
AIRT,3,8,54,0,0.0,20.1,20.1,0
ATSG,3,8,54,-2,-0.005543525626628125,14.36,14.36,0
AMCN,3,8,54,-1,-0.006644518272425108,2.99,2.99,0
AIXG,3,8,54,-1,-0.0017006802721088073,5.87,5.87,0
AKTX,3,8,54,1,0.01965902602169835,10.0,10.0,0
AKBA,3,8,54,0,0.0035474948434328713,8.5,8.5,0
AKER,3,8,54,0,0.012618341721822517,2.981,2.981,0
ALSK,3,8,54,2,0.008964161229779322,1.685,1.685,0
AMRI,3,8,54,2,0.012685039898742468,14.33,14.33,0
ABDC,3,8,54,2,0.008222154617908095,12.2499,12.2499,0
ADHD,3,8,54,0,0.01011929491364474,4.1,4.1,0
ALDX,3,8,54,0,0.0,6.06,6.06,0
